record_id,campaign_id,campaign_name,audience_segment,region,customer_type,treatment_group,reach_pct,frequency,impressions,spend_cad,brand_awareness,purchase_intent,website_visit,store_visit,conversion
4072,NSB-03,Late Night,35-44,Ontario,Existing,Control,64.9,1.0,97,17.44,0.3881,0.186,0,0,0
4073,NSB-03,Late Night,25-34,British Columbia,Existing,Treatment,45.0,7.34,376,98.72,0.5111,0.3365,0,1,0
4074,NSB-03,Late Night,18-24,Quebec,Existing,Treatment,31.5,1.53,45,8.0,0.4901,0.2536,0,1,0
4075,NSB-03,Late Night,35-44,Ontario,New,Treatment,60.6,2.71,210,61.13,0.5288,0.3068,0,1,0
4076,NSB-03,Late Night,25-34,British Columbia,New,Treatment,60.3,1.0,51,14.1,0.5313,0.3404,0,1,0
4077,NSB-02,Summer Value,18-24,British Columbia,New,Control,52.9,1.0,58,8.0,0.4979,0.2023,1,0,0
4078,NSB-01,Spring Launch,25-34,Alberta,New,Control,70.6,7.97,690,157.19,0.4643,0.244,0,0,0
4079,NSB-03,Late Night,35-44,Quebec,Existing,Control,72.9,4.37,394,100.21,0.4491,0.2446,0,0,0
4080,NSB-01,Spring Launch,45-54,Alberta,Existing,Control,71.3,2.62,244,45.71,0.3605,0.2182,0,0,0
4081,NSB-03,Late Night,25-34,Ontario,Existing,Treatment,61.3,2.65,189,43.95,0.5076,0.312,1,1,0
4082,NSB-01,Spring Launch,35-44,Quebec,Existing,Control,58.5,2.7,223,58.72,0.4591,0.1913,0,0,0
4083,NSB-03,Late Night,45-54,Manitoba,Existing,Control,46.6,4.3,247,51.45,0.3655,0.2119,0,0,0
4084,NSB-03,Late Night,25-34,Alberta,New,Treatment,63.6,1.28,89,18.31,0.4963,0.3119,0,1,0
4085,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,75.9,1.75,149,42.99,0.3741,0.2126,0,0,0
4086,NSB-01,Spring Launch,25-34,Quebec,Existing,Treatment,62.8,2.91,224,52.8,0.5088,0.2938,0,0,0
4087,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,66.7,3.39,285,60.27,0.5112,0.2973,0,0,0
4088,NSB-03,Late Night,18-24,British Columbia,New,Control,68.5,2.56,212,59.33,0.4052,0.2251,0,0,0
4089,NSB-04,Family Meals,25-34,Ontario,Existing,Control,63.0,3.51,278,74.65,0.4181,0.1771,0,0,0
4090,NSB-01,Spring Launch,25-34,Quebec,New,Control,54.8,1.97,132,35.02,0.4165,0.2689,0,0,0
4091,NSB-03,Late Night,45-54,Manitoba,Existing,Control,64.6,2.63,212,55.48,0.413,0.1701,0,0,0
4092,NSB-02,Summer Value,45-54,British Columbia,New,Control,69.1,3.58,273,92.64,0.3819,0.1922,0,0,1
4093,NSB-02,Summer Value,25-34,Manitoba,New,Treatment,73.3,1.82,150,45.56,0.4629,0.3202,0,0,0
4094,NSB-04,Family Meals,45-54,Quebec,New,Control,95.0,3.75,423,86.2,0.4465,0.2089,0,0,0
4095,NSB-02,Summer Value,18-24,Quebec,New,Treatment,66.6,4.53,368,117.09,0.4063,0.285,0,1,1
4096,NSB-02,Summer Value,18-24,Manitoba,New,Treatment,71.7,3.97,343,80.64,0.49,0.2461,0,0,0
4097,NSB-01,Spring Launch,45-54,Quebec,Existing,Treatment,54.5,4.66,337,101.01,0.488,0.2666,0,0,0
4098,NSB-01,Spring Launch,25-34,Alberta,New,Control,66.5,4.46,341,44.8,0.4155,0.2881,0,0,0
4099,NSB-01,Spring Launch,18-24,Alberta,Existing,Control,49.7,2.87,186,37.37,0.4691,0.2162,0,0,0
4100,NSB-01,Spring Launch,25-34,Quebec,Existing,Treatment,44.1,5.22,252,63.53,0.4791,0.2615,0,0,0
4101,NSB-03,Late Night,35-44,Manitoba,New,Treatment,49.1,2.94,149,33.84,0.5267,0.3327,0,0,0
4102,NSB-02,Summer Value,45-54,Quebec,New,Control,65.2,4.86,363,81.16,0.4286,0.2462,0,0,0
4103,NSB-02,Summer Value,45-54,Ontario,New,Treatment,39.5,4.04,227,44.63,0.4467,0.2563,0,0,1
4104,NSB-01,Spring Launch,35-44,British Columbia,New,Control,68.9,1.01,97,23.09,0.4085,0.2365,1,0,0
4105,NSB-02,Summer Value,45-54,British Columbia,New,Treatment,65.9,4.27,379,84.84,0.4144,0.2457,0,0,0
4106,NSB-03,Late Night,25-34,Manitoba,New,Control,45.4,2.84,147,49.88,0.4347,0.2368,0,0,0
4107,NSB-04,Family Meals,35-44,Ontario,New,Treatment,60.0,3.12,199,75.05,0.4968,0.2986,0,0,0
4108,NSB-01,Spring Launch,35-44,Quebec,New,Control,60.2,4.52,342,69.0,0.4635,0.2136,0,0,0
4109,NSB-04,Family Meals,25-34,Alberta,Existing,Control,76.3,4.39,395,135.1,0.4571,0.2399,0,0,0
4110,NSB-03,Late Night,18-24,British Columbia,New,Treatment,52.9,6.98,449,91.58,0.4302,0.2397,0,0,0
4111,NSB-03,Late Night,25-34,British Columbia,Existing,Control,84.5,6.16,612,196.17,0.4715,0.2381,0,0,0
4112,NSB-02,Summer Value,35-44,Alberta,Existing,Treatment,60.3,1.0,46,11.55,0.4991,0.2015,0,0,0
4113,NSB-01,Spring Launch,18-24,Manitoba,Existing,Treatment,59.6,3.07,220,58.23,0.5161,0.2811,0,0,0
4114,NSB-01,Spring Launch,18-24,Quebec,Existing,Control,34.7,1.15,39,9.62,0.3462,0.2189,1,0,0
4115,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,20.0,4.4,97,32.4,0.5712,0.3209,0,0,0
4116,NSB-02,Summer Value,18-24,Manitoba,New,Control,58.4,3.59,249,63.17,0.4687,0.2469,1,0,0
4117,NSB-04,Family Meals,35-44,Alberta,New,Control,40.0,8.98,433,109.52,0.4324,0.2502,0,0,0
4118,NSB-02,Summer Value,25-34,Quebec,New,Treatment,48.0,6.44,349,88.66,0.546,0.2916,0,0,0
4119,NSB-01,Spring Launch,18-24,Alberta,Existing,Control,60.5,4.11,301,59.39,0.4418,0.1802,0,0,0
4120,NSB-03,Late Night,35-44,Alberta,Existing,Treatment,81.7,5.85,577,181.99,0.4868,0.2974,0,0,0
4121,NSB-02,Summer Value,45-54,Manitoba,Existing,Treatment,61.0,7.3,548,172.73,0.4638,0.2488,0,0,0
4122,NSB-02,Summer Value,18-24,Alberta,Existing,Control,60.2,3.58,250,63.09,0.4359,0.2039,0,0,0
4123,NSB-03,Late Night,25-34,Ontario,Existing,Treatment,56.2,2.83,195,54.02,0.5638,0.2828,0,0,0
4124,NSB-04,Family Meals,45-54,Quebec,Existing,Treatment,68.8,1.86,136,32.07,0.5269,0.2704,0,0,0
4125,NSB-04,Family Meals,25-34,British Columbia,Existing,Control,95.0,6.61,799,172.53,0.4164,0.2582,0,0,0
4126,NSB-03,Late Night,45-54,British Columbia,Existing,Control,72.6,4.02,322,91.51,0.4631,0.208,0,0,0
4127,NSB-03,Late Night,25-34,British Columbia,Existing,Control,47.1,1.41,55,15.99,0.5106,0.1981,0,0,0
4128,NSB-04,Family Meals,25-34,Quebec,Existing,Treatment,68.8,2.57,208,48.28,0.4852,0.3038,0,1,0
4129,NSB-02,Summer Value,25-34,Ontario,Existing,Treatment,52.9,4.02,241,55.52,0.5009,0.2672,0,0,0
4130,NSB-01,Spring Launch,18-24,Ontario,New,Control,78.3,3.19,333,67.13,0.4608,0.1965,0,1,0
4131,NSB-01,Spring Launch,45-54,Alberta,New,Treatment,63.4,2.43,180,40.72,0.4023,0.2547,1,0,0
4132,NSB-01,Spring Launch,45-54,British Columbia,New,Control,71.0,6.1,518,110.03,0.3978,0.2276,0,0,0
4133,NSB-03,Late Night,45-54,Ontario,Existing,Control,79.2,2.69,278,77.3,0.4343,0.2611,0,0,0
4134,NSB-03,Late Night,45-54,British Columbia,New,Control,94.8,1.16,113,17.5,0.4489,0.2677,0,0,0
4135,NSB-03,Late Night,45-54,Ontario,New,Control,55.0,2.3,145,12.39,0.4615,0.2128,0,0,0
4136,NSB-01,Spring Launch,35-44,Manitoba,New,Control,33.8,5.11,175,40.89,0.4311,0.1703,1,0,0
4137,NSB-03,Late Night,45-54,Manitoba,New,Treatment,39.7,4.69,221,53.38,0.5347,0.2763,0,0,0
4138,NSB-02,Summer Value,25-34,Ontario,Existing,Control,59.0,2.84,233,66.37,0.4925,0.2619,0,0,0
4139,NSB-03,Late Night,25-34,Ontario,New,Treatment,72.6,5.41,465,89.83,0.5127,0.3338,0,1,0
4140,NSB-03,Late Night,35-44,Quebec,Existing,Control,62.3,4.51,360,83.64,0.4385,0.2461,0,0,0
4141,NSB-02,Summer Value,45-54,Manitoba,New,Treatment,64.6,2.88,250,65.95,0.4496,0.2396,0,0,0
4142,NSB-01,Spring Launch,35-44,Quebec,New,Control,45.6,5.72,307,104.74,0.5045,0.2184,0,0,0
4143,NSB-01,Spring Launch,45-54,Alberta,New,Treatment,67.8,5.46,438,120.71,0.5283,0.3027,0,1,0
4144,NSB-04,Family Meals,25-34,Quebec,New,Treatment,69.3,2.29,203,53.99,0.4542,0.2859,0,0,0
4145,NSB-04,Family Meals,35-44,Manitoba,Existing,Treatment,35.3,3.65,166,44.24,0.5535,0.2957,1,0,0
4146,NSB-03,Late Night,45-54,Ontario,New,Treatment,94.7,3.9,401,97.69,0.476,0.2433,0,0,0
4147,NSB-01,Spring Launch,18-24,Alberta,New,Treatment,77.1,6.05,578,115.08,0.4591,0.2892,0,1,0
4148,NSB-02,Summer Value,45-54,British Columbia,New,Treatment,68.7,1.61,121,24.38,0.4452,0.2119,0,0,0
4149,NSB-03,Late Night,35-44,Ontario,Existing,Control,95.0,3.46,398,126.78,0.4564,0.2307,0,1,0
4150,NSB-03,Late Night,35-44,Quebec,Existing,Treatment,57.4,4.72,332,91.65,0.4922,0.3221,0,1,0
4151,NSB-01,Spring Launch,45-54,Manitoba,New,Control,69.3,4.21,347,93.41,0.4276,0.2798,0,0,0
4152,NSB-01,Spring Launch,25-34,Ontario,New,Control,42.2,1.7,83,8.0,0.4531,0.2725,0,0,0
4153,NSB-03,Late Night,25-34,Quebec,New,Treatment,91.0,1.28,148,27.96,0.5003,0.3477,0,0,0
4154,NSB-02,Summer Value,35-44,Alberta,Existing,Treatment,75.0,1.15,77,27.2,0.5358,0.2721,0,0,0
4155,NSB-01,Spring Launch,18-24,Alberta,New,Treatment,54.5,4.19,263,75.74,0.4474,0.2894,0,0,0
4156,NSB-01,Spring Launch,25-34,Manitoba,Existing,Control,55.6,4.47,271,53.58,0.4752,0.1967,0,0,0
4157,NSB-02,Summer Value,25-34,British Columbia,Existing,Treatment,79.5,2.2,202,67.7,0.5897,0.2839,0,0,0
4158,NSB-04,Family Meals,45-54,Alberta,New,Treatment,88.3,2.86,307,77.01,0.4131,0.2389,1,1,0
4159,NSB-04,Family Meals,18-24,Ontario,New,Control,56.5,8.96,591,146.84,0.4927,0.1674,0,0,0
4160,NSB-03,Late Night,25-34,Alberta,Existing,Control,76.8,2.88,284,55.58,0.4561,0.2436,0,0,0
4161,NSB-02,Summer Value,45-54,British Columbia,Existing,Control,51.2,2.2,144,52.26,0.4572,0.2384,0,1,1
4162,NSB-01,Spring Launch,45-54,British Columbia,Existing,Control,74.0,1.46,95,15.66,0.4305,0.2138,0,0,0
4163,NSB-02,Summer Value,35-44,British Columbia,New,Control,65.6,2.36,204,52.29,0.3745,0.2618,0,0,0
4164,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,40.2,1.19,27,8.51,0.4004,0.261,0,0,0
4165,NSB-03,Late Night,25-34,Alberta,New,Treatment,57.2,4.75,322,59.62,0.4961,0.336,0,0,0
4166,NSB-02,Summer Value,25-34,British Columbia,New,Control,77.5,3.8,347,81.75,0.4051,0.2339,0,1,1
4167,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,72.1,2.01,181,49.16,0.4832,0.211,0,0,0
4168,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,46.8,4.33,242,37.09,0.5263,0.2455,0,0,0
4169,NSB-02,Summer Value,25-34,British Columbia,Existing,Control,49.2,5.53,318,48.44,0.4331,0.2395,0,0,0
4170,NSB-01,Spring Launch,35-44,Ontario,Existing,Control,39.5,2.63,100,23.1,0.445,0.2468,0,0,0
4171,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,52.7,1.0,120,17.05,0.5961,0.3102,1,0,0
4172,NSB-04,Family Meals,25-34,Ontario,New,Treatment,67.7,1.0,107,21.38,0.6009,0.2839,0,0,0
4173,NSB-02,Summer Value,35-44,Ontario,Existing,Control,76.2,4.9,449,85.06,0.4557,0.2541,0,0,0
4174,NSB-02,Summer Value,45-54,Alberta,New,Control,39.2,2.73,160,48.07,0.3909,0.2068,0,0,0
4175,NSB-04,Family Meals,25-34,Alberta,New,Control,67.0,1.0,108,17.65,0.425,0.2603,0,0,0
4176,NSB-04,Family Meals,25-34,Ontario,New,Treatment,48.3,6.26,352,70.03,0.5142,0.2891,0,0,0
4177,NSB-03,Late Night,18-24,Ontario,Existing,Treatment,65.1,6.3,492,139.32,0.5127,0.2795,0,0,0
4178,NSB-04,Family Meals,18-24,Ontario,New,Control,92.4,3.67,390,119.62,0.4672,0.2345,1,0,0
4179,NSB-02,Summer Value,35-44,Alberta,Existing,Control,46.8,2.37,117,42.69,0.5178,0.2108,0,0,0
4180,NSB-02,Summer Value,18-24,Manitoba,New,Treatment,65.2,2.52,184,54.99,0.5433,0.2514,0,0,0
4181,NSB-02,Summer Value,18-24,Ontario,Existing,Treatment,20.6,1.2,16,8.0,0.413,0.3031,0,0,1
4182,NSB-03,Late Night,45-54,British Columbia,New,Treatment,73.2,3.72,300,78.12,0.4977,0.2425,1,0,0
4183,NSB-03,Late Night,35-44,Ontario,Existing,Control,58.1,6.73,469,136.31,0.4422,0.2441,0,0,0
4184,NSB-02,Summer Value,18-24,Ontario,New,Treatment,82.6,1.54,159,44.89,0.4861,0.2634,0,0,0
4185,NSB-01,Spring Launch,18-24,Alberta,New,Treatment,62.0,3.92,297,87.48,0.4708,0.3012,0,1,0
4186,NSB-03,Late Night,18-24,Alberta,New,Control,72.9,4.98,440,82.47,0.4928,0.2801,0,0,0
4187,NSB-01,Spring Launch,25-34,Ontario,Existing,Control,93.7,2.49,327,81.25,0.5269,0.2073,0,0,0
4188,NSB-03,Late Night,35-44,Ontario,Existing,Treatment,74.4,2.55,250,58.82,0.5029,0.2981,0,0,0
4189,NSB-03,Late Night,35-44,Ontario,New,Treatment,75.3,5.56,502,110.21,0.5264,0.2933,0,1,0
4190,NSB-03,Late Night,18-24,Manitoba,Existing,Treatment,83.0,4.28,419,96.66,0.4679,0.2396,0,0,0
4191,NSB-03,Late Night,35-44,Alberta,Existing,Control,70.7,2.04,180,44.03,0.4206,0.228,0,0,0
4192,NSB-04,Family Meals,25-34,Ontario,New,Control,53.7,6.05,406,114.95,0.4576,0.2145,0,0,1
4193,NSB-02,Summer Value,25-34,Quebec,Existing,Control,26.9,1.0,21,19.05,0.4011,0.2432,1,0,0
4194,NSB-03,Late Night,45-54,Ontario,New,Control,55.7,2.8,179,13.77,0.4424,0.1937,0,0,0
4195,NSB-03,Late Night,25-34,Ontario,New,Control,74.7,2.37,193,55.4,0.4234,0.2106,0,0,0
4196,NSB-01,Spring Launch,18-24,Ontario,New,Treatment,58.6,7.24,493,82.4,0.5445,0.287,0,0,0
4197,NSB-01,Spring Launch,45-54,Ontario,Existing,Control,62.2,1.09,71,27.67,0.4726,0.1971,0,0,0
4198,NSB-02,Summer Value,25-34,Ontario,New,Treatment,61.6,6.49,448,125.73,0.5131,0.2747,0,0,0
4199,NSB-02,Summer Value,25-34,Quebec,New,Treatment,56.8,2.39,185,69.85,0.4782,0.291,0,0,0
4200,NSB-03,Late Night,35-44,Quebec,Existing,Control,74.9,3.26,292,52.1,0.4356,0.2358,0,0,0
4201,NSB-04,Family Meals,35-44,Alberta,Existing,Control,73.4,2.54,216,53.14,0.4713,0.2264,0,0,0
4202,NSB-01,Spring Launch,45-54,Alberta,Existing,Control,63.2,1.21,98,23.64,0.4476,0.1427,0,0,0
4203,NSB-01,Spring Launch,18-24,British Columbia,New,Treatment,75.6,3.33,316,92.99,0.5149,0.2596,0,0,0
4204,NSB-04,Family Meals,25-34,Alberta,New,Treatment,65.7,6.41,510,157.24,0.4966,0.3096,0,0,0
4205,NSB-01,Spring Launch,18-24,Manitoba,Existing,Control,67.0,1.96,141,38.78,0.4653,0.2236,0,0,0
4206,NSB-02,Summer Value,35-44,Alberta,Existing,Control,59.7,10.0,721,140.66,0.5134,0.2362,0,0,0
4207,NSB-03,Late Night,25-34,Ontario,Existing,Control,58.7,1.56,104,25.93,0.4889,0.2561,0,0,0
4208,NSB-02,Summer Value,35-44,Ontario,Existing,Control,57.9,1.0,64,20.27,0.4564,0.2438,0,0,0
4209,NSB-01,Spring Launch,18-24,Quebec,Existing,Treatment,63.0,2.19,139,15.47,0.4785,0.2461,1,0,0
4210,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,72.8,3.56,316,85.81,0.4144,0.174,0,0,0
4211,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,57.4,10.0,681,229.28,0.5459,0.3479,0,0,0
4212,NSB-03,Late Night,45-54,British Columbia,New,Treatment,65.7,1.39,96,13.86,0.4088,0.2775,0,0,0
4213,NSB-02,Summer Value,45-54,Alberta,New,Treatment,82.0,3.25,306,72.73,0.4502,0.2588,0,0,0
4214,NSB-01,Spring Launch,45-54,Ontario,Existing,Treatment,81.4,7.73,755,148.91,0.4786,0.261,0,0,0
4215,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,49.6,3.01,170,40.96,0.5153,0.2875,0,0,0
4216,NSB-04,Family Meals,18-24,British Columbia,New,Control,95.0,1.6,161,39.66,0.3972,0.2295,0,0,0
4217,NSB-01,Spring Launch,25-34,British Columbia,New,Treatment,74.5,2.01,189,32.15,0.5249,0.3261,1,0,0
4218,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,57.7,1.15,47,8.0,0.4334,0.234,0,0,0
4219,NSB-03,Late Night,18-24,Alberta,New,Control,37.0,4.52,228,69.76,0.4338,0.2483,0,0,0
4220,NSB-01,Spring Launch,25-34,Alberta,New,Control,78.1,2.65,275,60.81,0.3972,0.2653,0,0,0
4221,NSB-02,Summer Value,18-24,Manitoba,New,Treatment,71.3,1.8,158,31.6,0.4361,0.2523,0,0,0
4222,NSB-03,Late Night,25-34,Quebec,Existing,Control,51.1,1.0,64,16.64,0.4858,0.2401,0,0,0
4223,NSB-04,Family Meals,25-34,Quebec,New,Treatment,66.6,3.34,262,64.63,0.5076,0.2955,0,0,0
4224,NSB-04,Family Meals,18-24,British Columbia,New,Control,44.0,5.0,275,61.14,0.4668,0.1973,0,0,0
4225,NSB-03,Late Night,25-34,Ontario,Existing,Control,44.5,6.0,344,69.83,0.4522,0.2786,0,0,0
4226,NSB-03,Late Night,25-34,Ontario,New,Treatment,60.5,1.27,84,8.59,0.6033,0.3151,0,0,0
4227,NSB-02,Summer Value,35-44,Alberta,New,Treatment,61.7,3.61,230,63.5,0.521,0.2891,0,0,1
4228,NSB-03,Late Night,35-44,Manitoba,Existing,Treatment,87.4,4.09,406,121.65,0.4825,0.3255,1,0,0
4229,NSB-02,Summer Value,18-24,Alberta,Existing,Control,65.0,4.02,311,90.92,0.4407,0.2287,0,0,0
4230,NSB-01,Spring Launch,35-44,British Columbia,New,Control,58.2,8.23,599,170.91,0.4195,0.251,0,0,0
4231,NSB-03,Late Night,18-24,Quebec,New,Control,54.0,1.72,91,24.17,0.4214,0.2324,0,0,0
4232,NSB-03,Late Night,25-34,Ontario,New,Control,69.0,1.96,169,51.98,0.454,0.2178,1,0,0
4233,NSB-02,Summer Value,35-44,Quebec,New,Control,27.5,1.18,25,8.0,0.4384,0.2517,0,0,0
4234,NSB-04,Family Meals,45-54,Alberta,New,Control,66.7,5.21,422,81.84,0.4597,0.2055,0,0,0
4235,NSB-01,Spring Launch,35-44,Ontario,New,Treatment,90.9,1.0,127,8.76,0.4527,0.2921,0,0,0
4236,NSB-02,Summer Value,18-24,Quebec,New,Treatment,80.0,3.44,361,94.25,0.4897,0.2459,0,0,0
4237,NSB-01,Spring Launch,25-34,Quebec,Existing,Control,95.0,8.55,986,302.9,0.3974,0.246,0,0,0
4238,NSB-03,Late Night,25-34,Manitoba,New,Treatment,54.5,1.47,106,24.38,0.5475,0.3472,0,0,0
4239,NSB-03,Late Night,25-34,Quebec,Existing,Control,71.9,5.85,503,105.97,0.4945,0.2823,0,0,0
4240,NSB-02,Summer Value,18-24,Quebec,New,Control,62.5,3.8,294,73.15,0.4295,0.2968,1,0,0
4241,NSB-03,Late Night,25-34,British Columbia,Existing,Control,83.3,4.88,490,120.91,0.4251,0.2247,0,0,0
4242,NSB-02,Summer Value,18-24,British Columbia,New,Treatment,63.5,1.98,129,32.23,0.4366,0.2887,0,0,0
4243,NSB-03,Late Night,35-44,Ontario,New,Control,81.0,4.15,422,72.3,0.4641,0.2247,0,0,0
4244,NSB-02,Summer Value,35-44,Ontario,Existing,Control,50.4,2.03,141,41.22,0.4652,0.2415,0,0,0
4245,NSB-02,Summer Value,18-24,British Columbia,Existing,Control,62.8,3.72,275,71.26,0.4216,0.204,0,0,0
4246,NSB-04,Family Meals,45-54,Manitoba,New,Treatment,60.4,4.47,339,82.48,0.4031,0.2714,0,0,0
4247,NSB-01,Spring Launch,35-44,Alberta,Existing,Control,83.3,1.0,76,33.37,0.3972,0.1983,0,0,0
4248,NSB-01,Spring Launch,25-34,Alberta,Existing,Control,50.1,5.12,327,89.71,0.4249,0.228,0,0,0
4249,NSB-03,Late Night,18-24,Quebec,New,Treatment,58.0,8.83,632,189.19,0.4842,0.2569,1,0,0
4250,NSB-04,Family Meals,35-44,Alberta,New,Treatment,62.1,2.49,158,31.31,0.4865,0.3172,0,0,0
4251,NSB-02,Summer Value,25-34,Quebec,Existing,Treatment,36.9,7.58,334,102.54,0.4886,0.2979,0,0,0
4252,NSB-01,Spring Launch,45-54,Quebec,New,Treatment,60.5,3.28,229,58.5,0.3865,0.2943,0,0,0
4253,NSB-02,Summer Value,18-24,British Columbia,New,Treatment,66.3,3.06,250,64.09,0.4274,0.2291,0,0,0
4254,NSB-02,Summer Value,18-24,Ontario,New,Control,88.4,3.65,399,85.23,0.4298,0.1747,1,0,0
4255,NSB-01,Spring Launch,45-54,Ontario,Existing,Treatment,60.2,6.75,482,123.61,0.4817,0.2263,0,0,0
4256,NSB-03,Late Night,45-54,Alberta,Existing,Treatment,62.9,3.94,269,51.78,0.4499,0.263,1,0,0
4257,NSB-04,Family Meals,18-24,British Columbia,Existing,Treatment,56.5,2.61,163,27.46,0.5285,0.2444,0,0,0
4258,NSB-02,Summer Value,35-44,Alberta,New,Treatment,57.7,2.71,167,32.04,0.5122,0.3017,0,0,0
4259,NSB-02,Summer Value,25-34,Quebec,New,Treatment,60.4,1.2,52,25.07,0.48,0.2739,0,1,0
4260,NSB-02,Summer Value,35-44,British Columbia,New,Treatment,63.5,3.43,257,76.26,0.4855,0.3088,0,1,0
4261,NSB-01,Spring Launch,45-54,Alberta,Existing,Treatment,69.9,5.14,399,121.04,0.4993,0.2587,0,0,0
4262,NSB-04,Family Meals,18-24,Manitoba,New,Treatment,74.1,5.07,470,120.93,0.4211,0.2041,0,0,0
4263,NSB-02,Summer Value,25-34,Alberta,Existing,Control,59.1,3.84,273,58.19,0.4566,0.3038,0,0,0
4264,NSB-02,Summer Value,18-24,Ontario,Existing,Treatment,68.1,1.9,170,39.61,0.5081,0.2325,0,0,0
4265,NSB-03,Late Night,18-24,Ontario,Existing,Treatment,58.1,5.07,346,75.07,0.5042,0.2631,0,0,0
4266,NSB-02,Summer Value,18-24,Ontario,Existing,Control,54.0,4.79,293,73.87,0.4423,0.2049,0,0,0
4267,NSB-03,Late Night,45-54,Quebec,New,Treatment,83.1,2.17,208,34.16,0.5042,0.2283,0,0,0
4268,NSB-01,Spring Launch,25-34,British Columbia,New,Treatment,65.0,2.78,230,63.55,0.5281,0.3275,0,0,0
4269,NSB-04,Family Meals,25-34,British Columbia,Existing,Treatment,56.5,7.38,502,108.82,0.4285,0.2802,0,0,0
4270,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,69.0,3.21,294,99.67,0.5202,0.2916,0,0,0
4271,NSB-03,Late Night,25-34,British Columbia,New,Treatment,81.3,2.7,261,63.93,0.5415,0.3265,0,0,0
4272,NSB-04,Family Meals,25-34,British Columbia,New,Control,56.4,2.11,162,23.49,0.4716,0.2793,0,0,0
4273,NSB-01,Spring Launch,18-24,Quebec,New,Control,70.5,2.45,208,53.79,0.4467,0.2307,0,0,0
4274,NSB-02,Summer Value,35-44,Alberta,New,Control,73.3,1.53,145,19.78,0.4428,0.2536,0,0,0
4275,NSB-03,Late Night,18-24,Quebec,Existing,Treatment,67.6,3.11,247,64.57,0.4612,0.2559,0,0,0
4276,NSB-03,Late Night,35-44,Manitoba,New,Control,64.9,1.7,145,27.44,0.4588,0.2798,0,0,0
4277,NSB-02,Summer Value,25-34,Ontario,New,Treatment,92.3,3.37,354,77.0,0.4307,0.281,0,0,0
4278,NSB-02,Summer Value,35-44,Alberta,New,Treatment,59.9,2.13,183,45.25,0.5035,0.267,0,1,0
4279,NSB-01,Spring Launch,35-44,Quebec,Existing,Treatment,64.1,5.05,380,76.04,0.4832,0.3134,0,0,0
4280,NSB-02,Summer Value,35-44,Quebec,Existing,Control,58.8,2.13,165,36.85,0.4073,0.209,0,0,0
4281,NSB-01,Spring Launch,25-34,Ontario,Existing,Treatment,70.8,2.43,194,32.73,0.4941,0.3045,0,0,0
4282,NSB-03,Late Night,25-34,Ontario,New,Control,41.1,4.72,211,58.43,0.4953,0.2534,0,0,1
4283,NSB-01,Spring Launch,45-54,Alberta,Existing,Treatment,81.3,1.82,163,24.45,0.4326,0.2655,0,0,0
4284,NSB-01,Spring Launch,18-24,Ontario,New,Control,45.3,2.93,169,25.22,0.4631,0.1912,0,0,0
4285,NSB-03,Late Night,18-24,Ontario,New,Treatment,71.4,2.98,240,55.35,0.5211,0.3012,1,0,0
4286,NSB-03,Late Night,35-44,Ontario,New,Treatment,56.2,4.21,297,72.39,0.5284,0.3331,1,0,0
4287,NSB-04,Family Meals,45-54,Ontario,New,Treatment,89.2,5.76,612,162.63,0.4981,0.2628,0,0,0
4288,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,69.4,7.5,625,128.86,0.4687,0.3192,0,0,0
4289,NSB-02,Summer Value,35-44,Quebec,Existing,Control,29.4,2.27,108,16.98,0.4124,0.1935,0,0,0
4290,NSB-04,Family Meals,35-44,Ontario,New,Control,61.6,1.65,137,37.38,0.4571,0.2663,0,0,0
4291,NSB-02,Summer Value,18-24,British Columbia,Existing,Treatment,71.5,6.04,490,148.04,0.5431,0.223,0,0,0
4292,NSB-01,Spring Launch,35-44,British Columbia,New,Treatment,60.6,3.26,226,72.07,0.5558,0.2758,0,0,0
4293,NSB-03,Late Night,45-54,Quebec,Existing,Treatment,49.7,7.18,439,85.01,0.488,0.2413,0,0,0
4294,NSB-04,Family Meals,45-54,Alberta,Existing,Control,25.5,3.43,121,57.78,0.4004,0.1879,0,0,0
4295,NSB-02,Summer Value,18-24,Ontario,New,Control,94.0,10.0,1096,294.96,0.4166,0.2239,0,0,0
4296,NSB-02,Summer Value,35-44,Quebec,New,Control,95.0,6.42,732,206.5,0.4397,0.2272,0,0,0
4297,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,49.4,5.31,309,75.29,0.5267,0.3343,0,0,0
4298,NSB-01,Spring Launch,18-24,British Columbia,New,Treatment,68.7,3.2,261,60.13,0.4129,0.2735,0,0,0
4299,NSB-02,Summer Value,35-44,Ontario,New,Control,58.0,3.78,255,46.15,0.4028,0.2246,0,0,0
